426.112924 ,-219.959497 ,302.773753
387.406653 ,-252.033719 ,294.172163
363.839714 ,-282.604668 ,336.192564
422.037635 ,-353.101051 ,302.549954
396.932166 ,-381.985646 ,302.625409
440.917006 ,-374.112341 ,384.578364
448.326296 ,-322.333120 ,400.369051
382.190097 ,-381.922863 ,166.344258
338.953617 ,-402.101584 ,-13.532290
309.688843 ,-363.047647 ,191.224420
243.800219 ,-501.724324 ,236.759167
-74.634731 ,413.755287 ,458.592206
-274.208001 ,303.634077 ,385.988753
-349.711718 ,317.267447 ,347.940773
-342.917230 ,361.795336 ,174.919638
-411.951330 ,260.862062 ,7.263916
-372.039530 ,324.004080 ,-12.054189
-337.293296 ,356.352556 ,101.457982
-405.787667 ,309.680835 ,283.531883
429.218197 ,157.530133 ,504.490326
370.149713 ,186.396003 ,-481.118356
231.855589 ,199.533256 ,383.206526
291.631999 ,213.813327 ,365.445092
352.445069 ,221.446330 ,510.245330
212.179011 ,210.412674 ,-522.221370
115.193722 ,188.278026 ,453.709660
225.795537 ,294.922630 ,-513.394969
210.747680 ,247.019254 ,-389.286356
53.964843 ,205.329033 ,-393.804765
78.013211 ,187.634251 ,-331.026522
153.717632 ,256.968051 ,-336.531192
124.779792 ,219.722961 ,-221.072697
-25.918107 ,207.375547 ,-194.101398
-19.353230 ,231.384018 ,-236.046811
-12.487258 ,234.671111 ,-251.809393
153.866826 ,239.738946 ,-294.607696
459.526350 ,274.963711 ,-217.440520
253.583961 ,287.472554 ,468.916886
262.510731 ,307.764111 ,313.321931
287.103298 ,319.055198 ,147.141251
127.871360 ,241.002357 ,98.864476
17.669815 ,56.798097 ,284.395503
416.177459 ,150.076551 ,60.509897
-488.143361 ,214.037849 ,16.308773
82.717782 ,449.460661 ,33.048511
23.091740 ,435.123368 ,21.090292
-53.723665 ,281.451568 ,257.203235
31.777328 ,284.884274 ,281.246085
107.904154 ,244.638927 ,-35.635194
355.301900 ,334.929277 ,152.065751
-486.388544 ,491.209151 ,221.344239
-452.578535 ,466.012491 ,77.775441
242.415717 ,434.605586 ,374.843618
-257.610565 ,498.761658 ,365.284388
-382.925947 ,414.361174 ,73.827594
-412.092949 ,414.982416 ,77.474391
-418.456327 ,375.442169 ,143.864518
-222.586155 ,407.848007 ,253.055550
-41.459269 ,383.648402 ,461.863357
-212.945003 ,293.923532 ,513.273182
-182.871215 ,249.894541 ,-514.881761
-179.018112 ,244.641130 ,446.578714
157.790443 ,237.276807 ,299.743239
-276.661071 ,260.888547 ,-313.342588
-148.603199 ,105.549996 ,428.685766
-49.200018 ,231.647590 ,-436.932306
-173.778327 ,151.149290 ,474.350699
-345.263656 ,80.313829 ,447.127882
-332.798769 ,41.973921 ,-510.999919
-90.241101 ,4.080941 ,491.134386
-266.240209 ,-47.511826 ,-424.096956
-192.230029 ,-61.193197 ,-429.745502
-47.369811 ,-97.172248 ,-458.523883
-91.080497 ,-144.646241 ,-430.416719
-202.841720 ,-202.898960 ,-457.922188
